vd	V(out)
-3.020000000000246e-03	2.140982e+00
-3.010000000000246e-03	2.140783e+00
-3.000000000000246e-03	2.140583e+00
-2.990000000000246e-03	2.140382e+00
-2.980000000000246e-03	2.140181e+00
-2.970000000000246e-03	2.139978e+00
-2.960000000000246e-03	2.139776e+00
-2.950000000000246e-03	2.139572e+00
-2.940000000000246e-03	2.139369e+00
-2.930000000000246e-03	2.139164e+00
-2.920000000000246e-03	2.138958e+00
-2.910000000000246e-03	2.138752e+00
-2.900000000000246e-03	2.138546e+00
-2.890000000000246e-03	2.138338e+00
-2.880000000000246e-03	2.138130e+00
-2.870000000000246e-03	2.137921e+00
-2.860000000000246e-03	2.137712e+00
-2.850000000000246e-03	2.137501e+00
-2.840000000000246e-03	2.137290e+00
-2.830000000000246e-03	2.137079e+00
-2.820000000000245e-03	2.136866e+00
-2.810000000000245e-03	2.136653e+00
-2.800000000000245e-03	2.136439e+00
-2.790000000000245e-03	2.136224e+00
-2.780000000000245e-03	2.136009e+00
-2.770000000000245e-03	2.135792e+00
-2.760000000000245e-03	2.135575e+00
-2.750000000000245e-03	2.135357e+00
-2.740000000000245e-03	2.135139e+00
-2.730000000000245e-03	2.134919e+00
-2.720000000000245e-03	2.134699e+00
-2.710000000000245e-03	2.134478e+00
-2.700000000000245e-03	2.134257e+00
-2.690000000000245e-03	2.134034e+00
-2.680000000000245e-03	2.133811e+00
-2.670000000000245e-03	2.133586e+00
-2.660000000000245e-03	2.133361e+00
-2.650000000000245e-03	2.133135e+00
-2.640000000000245e-03	2.132909e+00
-2.630000000000245e-03	2.132681e+00
-2.620000000000245e-03	2.132452e+00
-2.610000000000245e-03	2.132223e+00
-2.600000000000245e-03	2.131993e+00
-2.590000000000245e-03	2.131762e+00
-2.580000000000245e-03	2.131530e+00
-2.570000000000245e-03	2.131297e+00
-2.560000000000245e-03	2.131063e+00
-2.550000000000245e-03	2.130829e+00
-2.540000000000245e-03	2.130593e+00
-2.530000000000245e-03	2.130357e+00
-2.520000000000245e-03	2.130119e+00
-2.510000000000245e-03	2.129881e+00
-2.500000000000245e-03	2.129641e+00
-2.490000000000245e-03	2.129401e+00
-2.480000000000245e-03	2.129160e+00
-2.470000000000245e-03	2.128917e+00
-2.460000000000245e-03	2.128674e+00
-2.450000000000245e-03	2.128430e+00
-2.440000000000244e-03	2.128185e+00
-2.430000000000244e-03	2.127938e+00
-2.420000000000244e-03	2.127691e+00
-2.410000000000244e-03	2.127443e+00
-2.400000000000244e-03	2.127193e+00
-2.390000000000244e-03	2.126943e+00
-2.380000000000244e-03	2.126691e+00
-2.370000000000244e-03	2.126439e+00
-2.360000000000244e-03	2.126185e+00
-2.350000000000244e-03	2.125931e+00
-2.340000000000244e-03	2.125674e+00
-2.330000000000244e-03	2.125418e+00
-2.320000000000244e-03	2.125160e+00
-2.310000000000244e-03	2.124900e+00
-2.300000000000244e-03	2.124640e+00
-2.290000000000244e-03	2.124378e+00
-2.280000000000244e-03	2.124116e+00
-2.270000000000244e-03	2.123852e+00
-2.260000000000244e-03	2.123587e+00
-2.250000000000244e-03	2.123321e+00
-2.240000000000244e-03	2.123053e+00
-2.230000000000244e-03	2.122785e+00
-2.220000000000244e-03	2.122515e+00
-2.210000000000244e-03	2.122243e+00
-2.200000000000244e-03	2.121971e+00
-2.190000000000244e-03	2.121697e+00
-2.180000000000244e-03	2.121422e+00
-2.170000000000244e-03	2.121146e+00
-2.160000000000244e-03	2.120868e+00
-2.150000000000244e-03	2.120589e+00
-2.140000000000244e-03	2.120309e+00
-2.130000000000244e-03	2.120027e+00
-2.120000000000244e-03	2.119744e+00
-2.110000000000244e-03	2.119460e+00
-2.100000000000244e-03	2.119174e+00
-2.090000000000244e-03	2.118887e+00
-2.080000000000244e-03	2.118598e+00
-2.070000000000244e-03	2.118308e+00
-2.060000000000243e-03	2.118016e+00
-2.050000000000243e-03	2.117723e+00
-2.040000000000243e-03	2.117428e+00
-2.030000000000243e-03	2.117132e+00
-2.020000000000243e-03	2.116834e+00
-2.010000000000243e-03	2.116535e+00
-2.000000000000243e-03	2.116234e+00
-1.990000000000243e-03	2.115932e+00
-1.980000000000243e-03	2.115628e+00
-1.970000000000243e-03	2.115322e+00
-1.960000000000243e-03	2.115015e+00
-1.950000000000243e-03	2.114706e+00
-1.940000000000243e-03	2.114395e+00
-1.930000000000243e-03	2.114082e+00
-1.920000000000243e-03	2.113768e+00
-1.910000000000243e-03	2.113452e+00
-1.900000000000243e-03	2.113135e+00
-1.890000000000243e-03	2.112815e+00
-1.880000000000243e-03	2.112494e+00
-1.870000000000243e-03	2.112170e+00
-1.860000000000243e-03	2.111845e+00
-1.850000000000243e-03	2.111518e+00
-1.840000000000243e-03	2.111190e+00
-1.830000000000243e-03	2.110859e+00
-1.820000000000243e-03	2.110526e+00
-1.810000000000243e-03	2.110191e+00
-1.800000000000243e-03	2.109854e+00
-1.790000000000243e-03	2.109515e+00
-1.780000000000243e-03	2.109174e+00
-1.770000000000243e-03	2.108831e+00
-1.760000000000243e-03	2.108486e+00
-1.750000000000243e-03	2.108138e+00
-1.740000000000243e-03	2.107789e+00
-1.730000000000243e-03	2.107437e+00
-1.720000000000243e-03	2.107082e+00
-1.710000000000243e-03	2.106726e+00
-1.700000000000243e-03	2.106367e+00
-1.690000000000243e-03	2.106006e+00
-1.680000000000242e-03	2.105642e+00
-1.670000000000242e-03	2.105276e+00
-1.660000000000242e-03	2.104908e+00
-1.650000000000242e-03	2.104537e+00
-1.640000000000242e-03	2.104163e+00
-1.630000000000242e-03	2.103787e+00
-1.620000000000242e-03	2.103408e+00
-1.610000000000242e-03	2.103026e+00
-1.600000000000242e-03	2.102642e+00
-1.590000000000242e-03	2.102255e+00
-1.580000000000242e-03	2.101865e+00
-1.570000000000242e-03	2.101472e+00
-1.560000000000242e-03	2.101077e+00
-1.550000000000242e-03	2.100678e+00
-1.540000000000242e-03	2.100276e+00
-1.530000000000242e-03	2.099872e+00
-1.520000000000242e-03	2.099464e+00
-1.510000000000242e-03	2.099053e+00
-1.500000000000242e-03	2.098639e+00
-1.490000000000242e-03	2.098221e+00
-1.480000000000242e-03	2.097800e+00
-1.470000000000242e-03	2.097376e+00
-1.460000000000242e-03	2.096948e+00
-1.450000000000242e-03	2.096517e+00
-1.440000000000242e-03	2.096082e+00
-1.430000000000242e-03	2.095644e+00
-1.420000000000242e-03	2.095201e+00
-1.410000000000242e-03	2.094755e+00
-1.400000000000242e-03	2.094306e+00
-1.390000000000242e-03	2.093852e+00
-1.380000000000242e-03	2.093394e+00
-1.370000000000242e-03	2.092932e+00
-1.360000000000242e-03	2.092465e+00
-1.350000000000242e-03	2.091995e+00
-1.340000000000242e-03	2.091520e+00
-1.330000000000242e-03	2.091040e+00
-1.320000000000242e-03	2.090556e+00
-1.310000000000242e-03	2.090068e+00
-1.300000000000242e-03	2.089574e+00
-1.290000000000241e-03	2.089076e+00
-1.280000000000241e-03	2.088573e+00
-1.270000000000241e-03	2.088064e+00
-1.260000000000241e-03	2.087551e+00
-1.250000000000241e-03	2.087032e+00
-1.240000000000241e-03	2.086507e+00
-1.230000000000241e-03	2.085977e+00
-1.220000000000241e-03	2.085442e+00
-1.210000000000241e-03	2.084900e+00
-1.200000000000241e-03	2.084352e+00
-1.190000000000241e-03	2.083799e+00
-1.180000000000241e-03	2.083239e+00
-1.170000000000241e-03	2.082672e+00
-1.160000000000241e-03	2.082099e+00
-1.150000000000241e-03	2.081519e+00
-1.140000000000241e-03	2.080932e+00
-1.130000000000241e-03	2.080338e+00
-1.120000000000241e-03	2.079737e+00
-1.110000000000241e-03	2.079128e+00
-1.100000000000241e-03	2.078511e+00
-1.090000000000241e-03	2.077886e+00
-1.080000000000241e-03	2.077253e+00
-1.070000000000241e-03	2.076611e+00
-1.060000000000241e-03	2.075961e+00
-1.050000000000241e-03	2.075302e+00
-1.040000000000241e-03	2.074633e+00
-1.030000000000241e-03	2.073955e+00
-1.020000000000241e-03	2.073267e+00
-1.010000000000241e-03	2.072569e+00
-1.000000000000241e-03	2.071860e+00
-9.900000000002407e-04	2.071141e+00
-9.800000000002407e-04	2.070410e+00
-9.700000000002406e-04	2.069668e+00
-9.600000000002406e-04	2.068914e+00
-9.500000000002406e-04	2.068147e+00
-9.400000000002406e-04	2.067368e+00
-9.300000000002405e-04	2.066575e+00
-9.200000000002405e-04	2.065768e+00
-9.100000000002405e-04	2.064947e+00
-9.000000000002405e-04	2.064112e+00
-8.900000000002404e-04	2.063261e+00
-8.800000000002404e-04	2.062393e+00
-8.700000000002404e-04	2.061510e+00
-8.600000000002403e-04	2.060608e+00
-8.500000000002403e-04	2.059689e+00
-8.400000000002403e-04	2.058751e+00
-8.300000000002403e-04	2.057793e+00
-8.200000000002402e-04	2.056815e+00
-8.100000000002402e-04	2.055815e+00
-8.000000000002402e-04	2.054794e+00
-7.900000000002402e-04	2.053748e+00
-7.800000000002401e-04	2.052678e+00
-7.700000000002401e-04	2.051583e+00
-7.600000000002401e-04	2.050460e+00
-7.500000000002401e-04	2.049309e+00
-7.400000000002400e-04	2.048128e+00
-7.300000000002400e-04	2.046916e+00
-7.200000000002400e-04	2.045671e+00
-7.100000000002400e-04	2.044392e+00
-7.000000000002399e-04	2.043075e+00
-6.900000000002399e-04	2.041720e+00
-6.800000000002399e-04	2.040324e+00
-6.700000000002398e-04	2.038884e+00
-6.600000000002398e-04	2.037399e+00
-6.500000000002398e-04	2.035864e+00
-6.400000000002398e-04	2.034278e+00
-6.300000000002397e-04	2.032637e+00
-6.200000000002397e-04	2.030936e+00
-6.100000000002397e-04	2.029173e+00
-6.000000000002397e-04	2.027343e+00
-5.900000000002396e-04	2.025441e+00
-5.800000000002396e-04	2.023463e+00
-5.700000000002396e-04	2.021402e+00
-5.600000000002396e-04	2.019253e+00
-5.500000000002395e-04	2.017009e+00
-5.400000000002395e-04	2.014663e+00
-5.300000000002395e-04	2.012207e+00
-5.200000000002395e-04	2.009631e+00
-5.100000000002394e-04	2.006928e+00
-5.000000000002394e-04	2.004087e+00
-4.900000000002394e-04	2.001096e+00
-4.800000000002393e-04	1.997943e+00
-4.700000000002393e-04	1.994614e+00
-4.600000000002393e-04	1.991097e+00
-4.500000000002393e-04	1.987374e+00
-4.400000000002392e-04	1.983430e+00
-4.300000000002392e-04	1.979247e+00
-4.200000000002392e-04	1.974806e+00
-4.100000000002392e-04	1.970089e+00
-4.000000000002391e-04	1.965074e+00
-3.900000000002391e-04	1.959741e+00
-3.800000000002391e-04	1.954070e+00
-3.700000000002391e-04	1.948041e+00
-3.600000000002390e-04	1.941633e+00
-3.500000000002390e-04	1.934829e+00
-3.400000000002390e-04	1.927612e+00
-3.300000000002390e-04	1.919967e+00
-3.200000000002389e-04	1.911883e+00
-3.100000000002389e-04	1.903350e+00
-3.000000000002389e-04	1.894364e+00
-2.900000000002389e-04	1.884920e+00
-2.800000000002388e-04	1.875019e+00
-2.700000000002388e-04	1.864666e+00
-2.600000000002388e-04	1.853865e+00
-2.500000000002387e-04	1.842626e+00
-2.400000000002387e-04	1.830958e+00
-2.300000000002387e-04	1.818875e+00
-2.200000000002387e-04	1.806390e+00
-2.100000000002388e-04	1.793517e+00
-2.000000000002388e-04	1.780272e+00
-1.900000000002388e-04	1.766670e+00
-1.800000000002388e-04	1.752727e+00
-1.700000000002388e-04	1.738458e+00
-1.600000000002388e-04	1.723881e+00
-1.500000000002388e-04	1.709010e+00
-1.400000000002388e-04	1.693862e+00
-1.300000000002388e-04	1.678450e+00
-1.200000000002388e-04	1.662790e+00
-1.100000000002388e-04	1.646896e+00
-1.000000000002388e-04	1.630783e+00
-9.000000000023876e-05	1.614463e+00
-8.000000000023876e-05	1.597951e+00
-7.000000000023876e-05	1.581259e+00
-6.000000000023876e-05	1.564400e+00
-5.000000000023876e-05	1.547386e+00
-4.000000000023876e-05	1.530231e+00
-3.000000000023877e-05	1.512945e+00
-2.000000000023877e-05	1.495540e+00
-1.000000000023877e-05	1.478030e+00
-2.387684234356202e-16	1.460425e+00
9.999999999761231e-06	1.442738e+00
1.999999999976123e-05	1.424981e+00
2.999999999976123e-05	1.407165e+00
3.999999999976123e-05	1.389305e+00
4.999999999976123e-05	1.371411e+00
5.999999999976123e-05	1.353499e+00
6.999999999976123e-05	1.335582e+00
7.999999999976122e-05	1.317675e+00
8.999999999976122e-05	1.299793e+00
9.999999999976122e-05	1.281952e+00
1.099999999997612e-04	1.264170e+00
1.199999999997612e-04	1.246466e+00
1.299999999997612e-04	1.228859e+00
1.399999999997612e-04	1.211371e+00
1.499999999997612e-04	1.194026e+00
1.599999999997612e-04	1.176848e+00
1.699999999997612e-04	1.159863e+00
1.799999999997612e-04	1.143101e+00
1.899999999997612e-04	1.126594e+00
1.999999999997612e-04	1.110373e+00
2.099999999997612e-04	1.094474e+00
2.199999999997612e-04	1.078934e+00
2.299999999997612e-04	1.063792e+00
2.399999999997612e-04	1.049087e+00
2.499999999997612e-04	1.034859e+00
2.599999999997612e-04	1.021147e+00
2.699999999997612e-04	1.007988e+00
2.799999999997612e-04	9.954150e-01
2.899999999997613e-04	9.834571e-01
2.999999999997613e-04	9.721355e-01
3.099999999997613e-04	9.614633e-01
3.199999999997613e-04	9.514441e-01
3.299999999997614e-04	9.420713e-01
3.399999999997614e-04	9.333282e-01
3.499999999997614e-04	9.251894e-01
3.599999999997614e-04	9.176223e-01
3.699999999997615e-04	9.105890e-01
3.799999999997615e-04	9.040486e-01
3.899999999997615e-04	8.979592e-01
3.999999999997615e-04	8.922796e-01
4.099999999997616e-04	8.869703e-01
4.199999999997616e-04	8.819945e-01
4.299999999997616e-04	8.773186e-01
4.399999999997617e-04	8.729118e-01
4.499999999997617e-04	8.687471e-01
4.599999999997617e-04	8.647999e-01
4.699999999997617e-04	8.610487e-01
4.799999999997618e-04	8.574745e-01
4.899999999997618e-04	8.540605e-01
4.999999999997618e-04	8.507919e-01
5.099999999997618e-04	8.476555e-01
5.199999999997619e-04	8.446398e-01
5.299999999997619e-04	8.417345e-01
5.399999999997619e-04	8.389305e-01
5.499999999997619e-04	8.362197e-01
5.599999999997620e-04	8.335950e-01
5.699999999997620e-04	8.310497e-01
5.799999999997620e-04	8.285781e-01
5.899999999997620e-04	8.261751e-01
5.999999999997621e-04	8.238359e-01
6.099999999997621e-04	8.215563e-01
6.199999999997621e-04	8.193325e-01
6.299999999997622e-04	8.171609e-01
6.399999999997622e-04	8.150384e-01
6.499999999997622e-04	8.129621e-01
6.599999999997622e-04	8.109294e-01
6.699999999997623e-04	8.089378e-01
6.799999999997623e-04	8.069851e-01
6.899999999997623e-04	8.050692e-01
6.999999999997623e-04	8.031883e-01
7.099999999997624e-04	8.013405e-01
7.199999999997624e-04	7.995244e-01
7.299999999997624e-04	7.977383e-01
7.399999999997624e-04	7.959809e-01
7.499999999997625e-04	7.942509e-01
7.599999999997625e-04	7.925470e-01
7.699999999997625e-04	7.908683e-01
7.799999999997625e-04	7.892134e-01
7.899999999997626e-04	7.875816e-01
7.999999999997626e-04	7.859719e-01
8.099999999997626e-04	7.843834e-01
8.199999999997627e-04	7.828152e-01
8.299999999997627e-04	7.812666e-01
8.399999999997627e-04	7.797369e-01
8.499999999997627e-04	7.782255e-01
8.599999999997628e-04	7.767316e-01
8.699999999997628e-04	7.752547e-01
8.799999999997628e-04	7.737941e-01
8.899999999997628e-04	7.723493e-01
8.999999999997629e-04	7.709199e-01
9.099999999997629e-04	7.695052e-01
9.199999999997629e-04	7.681049e-01
9.299999999997629e-04	7.667184e-01
9.399999999997630e-04	7.653455e-01
9.499999999997630e-04	7.639856e-01
9.599999999997630e-04	7.626384e-01
9.699999999997630e-04	7.613035e-01
9.799999999997630e-04	7.599806e-01
9.899999999997630e-04	7.586693e-01
9.999999999997630e-04	7.573693e-01
1.009999999999763e-03	7.560804e-01
1.019999999999763e-03	7.548021e-01
1.029999999999763e-03	7.535343e-01
1.039999999999763e-03	7.522766e-01
1.049999999999763e-03	7.510288e-01
1.059999999999763e-03	7.497907e-01
1.069999999999763e-03	7.485620e-01
1.079999999999763e-03	7.473425e-01
1.089999999999763e-03	7.461320e-01
1.099999999999763e-03	7.449302e-01
1.109999999999763e-03	7.437370e-01
1.119999999999763e-03	7.425521e-01
1.129999999999763e-03	7.413754e-01
1.139999999999763e-03	7.402067e-01
1.149999999999763e-03	7.390457e-01
1.159999999999763e-03	7.378924e-01
1.169999999999763e-03	7.367467e-01
1.179999999999763e-03	7.356082e-01
1.189999999999764e-03	7.344769e-01
1.199999999999764e-03	7.333526e-01
1.209999999999764e-03	7.322352e-01
1.219999999999764e-03	7.311245e-01
1.229999999999764e-03	7.300205e-01
1.239999999999764e-03	7.289229e-01
1.249999999999764e-03	7.278317e-01
1.259999999999764e-03	7.267467e-01
1.269999999999764e-03	7.256678e-01
1.279999999999764e-03	7.245949e-01
1.289999999999764e-03	7.235279e-01
1.299999999999764e-03	7.224667e-01
1.309999999999764e-03	7.214112e-01
1.319999999999764e-03	7.203612e-01
1.329999999999764e-03	7.193168e-01
1.339999999999764e-03	7.182777e-01
1.349999999999764e-03	7.172439e-01
1.359999999999764e-03	7.162153e-01
1.369999999999764e-03	7.151918e-01
1.379999999999764e-03	7.141734e-01
1.389999999999764e-03	7.131600e-01
1.399999999999764e-03	7.121513e-01
1.409999999999764e-03	7.111475e-01
1.419999999999764e-03	7.101485e-01
1.429999999999764e-03	7.091540e-01
1.439999999999764e-03	7.081642e-01
1.449999999999764e-03	7.071788e-01
1.459999999999764e-03	7.061979e-01
1.469999999999764e-03	7.052213e-01
1.479999999999764e-03	7.042490e-01
1.489999999999764e-03	7.032810e-01
1.499999999999764e-03	7.023171e-01
1.509999999999764e-03	7.013574e-01
1.519999999999764e-03	7.004017e-01
1.529999999999764e-03	6.994500e-01
1.539999999999764e-03	6.985023e-01
1.549999999999764e-03	6.975585e-01
1.559999999999764e-03	6.966185e-01
1.569999999999765e-03	6.956823e-01
1.579999999999765e-03	6.947498e-01
1.589999999999765e-03	6.938210e-01
1.599999999999765e-03	6.928958e-01
1.609999999999765e-03	6.919743e-01
1.619999999999765e-03	6.910563e-01
1.629999999999765e-03	6.901417e-01
1.639999999999765e-03	6.892307e-01
1.649999999999765e-03	6.883230e-01
1.659999999999765e-03	6.874188e-01
1.669999999999765e-03	6.865178e-01
1.679999999999765e-03	6.856201e-01
1.689999999999765e-03	6.847257e-01
1.699999999999765e-03	6.838345e-01
1.709999999999765e-03	6.829464e-01
1.719999999999765e-03	6.820615e-01
1.729999999999765e-03	6.811797e-01
1.739999999999765e-03	6.803010e-01
1.749999999999765e-03	6.794252e-01
1.759999999999765e-03	6.785525e-01
1.769999999999765e-03	6.776827e-01
1.779999999999765e-03	6.768159e-01
1.789999999999765e-03	6.759519e-01
1.799999999999765e-03	6.750908e-01
1.809999999999765e-03	6.742326e-01
1.819999999999765e-03	6.733771e-01
1.829999999999765e-03	6.725245e-01
1.839999999999765e-03	6.716745e-01
1.849999999999765e-03	6.708273e-01
1.859999999999765e-03	6.699827e-01
1.869999999999765e-03	6.691408e-01
1.879999999999765e-03	6.683016e-01
1.889999999999765e-03	6.674650e-01
1.899999999999765e-03	6.666309e-01
1.909999999999765e-03	6.657994e-01
1.919999999999765e-03	6.649704e-01
1.929999999999765e-03	6.641439e-01
1.939999999999765e-03	6.633199e-01
1.949999999999766e-03	6.624984e-01
1.959999999999765e-03	6.616792e-01
1.969999999999765e-03	6.608625e-01
1.979999999999765e-03	6.600482e-01
1.989999999999765e-03	6.592363e-01
1.999999999999765e-03	6.584266e-01
2.009999999999765e-03	6.576194e-01
2.019999999999765e-03	6.568144e-01
2.029999999999765e-03	6.560117e-01
2.039999999999766e-03	6.552113e-01
2.049999999999766e-03	6.544131e-01
2.059999999999766e-03	6.536171e-01
2.069999999999766e-03	6.528233e-01
2.079999999999766e-03	6.520317e-01
2.089999999999766e-03	6.512423e-01
2.099999999999766e-03	6.504551e-01
2.109999999999766e-03	6.496699e-01
2.119999999999766e-03	6.488869e-01
2.129999999999766e-03	6.481059e-01
2.139999999999766e-03	6.473271e-01
2.149999999999766e-03	6.465503e-01
2.159999999999766e-03	6.457755e-01
2.169999999999766e-03	6.450028e-01
2.179999999999766e-03	6.442321e-01
2.189999999999766e-03	6.434634e-01
2.199999999999766e-03	6.426966e-01
2.209999999999766e-03	6.419318e-01
2.219999999999766e-03	6.411690e-01
2.229999999999766e-03	6.404082e-01
2.239999999999766e-03	6.396492e-01
2.249999999999766e-03	6.388921e-01
2.259999999999766e-03	6.381369e-01
2.269999999999766e-03	6.373836e-01
2.279999999999766e-03	6.366322e-01
2.289999999999766e-03	6.358827e-01
2.299999999999766e-03	6.351349e-01
2.309999999999766e-03	6.343890e-01
2.319999999999766e-03	6.336449e-01
2.329999999999766e-03	6.329026e-01
2.339999999999766e-03	6.321622e-01
2.349999999999766e-03	6.314234e-01
2.359999999999766e-03	6.306864e-01
2.369999999999766e-03	6.299512e-01
2.379999999999766e-03	6.292177e-01
2.389999999999766e-03	6.284860e-01
2.399999999999766e-03	6.277559e-01
2.409999999999766e-03	6.270276e-01
2.419999999999767e-03	6.263010e-01
2.429999999999767e-03	6.255761e-01
2.439999999999767e-03	6.248528e-01
2.449999999999767e-03	6.241311e-01
2.459999999999767e-03	6.234112e-01
2.469999999999767e-03	6.226929e-01
2.479999999999767e-03	6.219762e-01
2.489999999999767e-03	6.212611e-01
2.499999999999767e-03	6.205477e-01
2.509999999999767e-03	6.198358e-01
2.519999999999767e-03	6.191255e-01
2.529999999999767e-03	6.184168e-01
2.539999999999767e-03	6.177098e-01
2.549999999999767e-03	6.170042e-01
2.559999999999767e-03	6.163002e-01
2.569999999999767e-03	6.155977e-01
2.579999999999767e-03	6.148968e-01
2.589999999999767e-03	6.141974e-01
2.599999999999767e-03	6.134996e-01
2.609999999999767e-03	6.128032e-01
2.619999999999767e-03	6.121084e-01
2.629999999999767e-03	6.114150e-01
2.639999999999767e-03	6.107231e-01
2.649999999999767e-03	6.100327e-01
2.659999999999767e-03	6.093438e-01
2.669999999999767e-03	6.086563e-01
2.679999999999767e-03	6.079704e-01
2.689999999999767e-03	6.072858e-01
2.699999999999767e-03	6.066027e-01
2.709999999999767e-03	6.059210e-01
2.719999999999767e-03	6.052407e-01
2.729999999999767e-03	6.045619e-01
2.739999999999767e-03	6.038844e-01
2.749999999999767e-03	6.032084e-01
2.759999999999767e-03	6.025337e-01
2.769999999999767e-03	6.018605e-01
2.779999999999767e-03	6.011886e-01
2.789999999999767e-03	6.005180e-01
2.799999999999768e-03	5.998489e-01
2.809999999999768e-03	5.991812e-01
2.819999999999768e-03	5.985147e-01
2.829999999999768e-03	5.978497e-01
2.839999999999768e-03	5.971859e-01
2.849999999999768e-03	5.965235e-01
2.859999999999768e-03	5.958624e-01
2.869999999999768e-03	5.952027e-01
2.879999999999768e-03	5.945443e-01
2.889999999999768e-03	5.938872e-01
2.899999999999768e-03	5.932314e-01
2.909999999999768e-03	5.925769e-01
2.919999999999768e-03	5.919237e-01
2.929999999999768e-03	5.912717e-01
2.939999999999768e-03	5.906211e-01
2.949999999999768e-03	5.899717e-01
2.959999999999768e-03	5.893236e-01
2.969999999999768e-03	5.886768e-01
2.979999999999768e-03	5.880312e-01
2.989999999999768e-03	5.873869e-01
2.999999999999768e-03	5.867438e-01
3.009999999999768e-03	5.861020e-01
3.019999999999768e-03	5.854614e-01
3.029999999999768e-03	5.848221e-01
3.039999999999768e-03	5.841839e-01
3.049999999999768e-03	5.835470e-01
3.059999999999768e-03	5.829114e-01
3.069999999999768e-03	5.822769e-01
3.079999999999768e-03	5.816436e-01
3.089999999999768e-03	5.810116e-01
3.099999999999768e-03	5.803807e-01
3.109999999999768e-03	5.797511e-01
3.119999999999768e-03	5.791226e-01
3.129999999999768e-03	5.784953e-01
3.139999999999768e-03	5.778692e-01
3.149999999999768e-03	5.772443e-01
3.159999999999768e-03	5.766205e-01
3.169999999999768e-03	5.759979e-01
3.179999999999769e-03	5.753765e-01
3.189999999999769e-03	5.747563e-01
3.199999999999769e-03	5.741372e-01
3.209999999999769e-03	5.735192e-01
3.219999999999769e-03	5.729024e-01
3.229999999999769e-03	5.722867e-01
3.239999999999769e-03	5.716722e-01
3.249999999999769e-03	5.710588e-01
3.259999999999769e-03	5.704466e-01
3.269999999999769e-03	5.698354e-01
3.279999999999769e-03	5.692254e-01
3.289999999999769e-03	5.686166e-01
3.299999999999769e-03	5.680088e-01
3.309999999999769e-03	5.674021e-01
3.319999999999769e-03	5.667965e-01
3.329999999999769e-03	5.661921e-01
3.339999999999769e-03	5.655888e-01
3.349999999999769e-03	5.649865e-01
3.359999999999769e-03	5.643854e-01
3.369999999999769e-03	5.637853e-01
3.379999999999769e-03	5.631863e-01
3.389999999999769e-03	5.625883e-01
3.399999999999769e-03	5.619915e-01
3.409999999999769e-03	5.613958e-01
3.419999999999769e-03	5.608011e-01
3.429999999999769e-03	5.602075e-01
3.439999999999769e-03	5.596150e-01
3.449999999999769e-03	5.590235e-01
3.459999999999769e-03	5.584331e-01
3.469999999999769e-03	5.578437e-01
3.479999999999769e-03	5.572554e-01
3.489999999999769e-03	5.566681e-01
3.499999999999769e-03	5.560819e-01
3.509999999999769e-03	5.554967e-01
3.519999999999769e-03	5.549126e-01
3.529999999999769e-03	5.543295e-01
3.539999999999769e-03	5.537474e-01
3.549999999999769e-03	5.531664e-01
3.559999999999770e-03	5.525864e-01
3.569999999999770e-03	5.520074e-01
3.579999999999770e-03	5.514295e-01
3.589999999999770e-03	5.508525e-01
3.599999999999770e-03	5.502766e-01
3.609999999999770e-03	5.497017e-01
3.619999999999770e-03	5.491278e-01
3.629999999999770e-03	5.485549e-01
3.639999999999770e-03	5.479830e-01
3.649999999999770e-03	5.474121e-01
3.659999999999770e-03	5.468422e-01
3.669999999999770e-03	5.462734e-01
3.679999999999770e-03	5.457054e-01
3.689999999999770e-03	5.451385e-01
3.699999999999770e-03	5.445727e-01
3.709999999999770e-03	5.440077e-01
3.719999999999770e-03	5.434437e-01
3.729999999999770e-03	5.428808e-01
3.739999999999770e-03	5.423188e-01
3.749999999999770e-03	5.417578e-01
3.759999999999770e-03	5.411978e-01
3.769999999999770e-03	5.406387e-01
3.779999999999770e-03	5.400806e-01
3.789999999999770e-03	5.395235e-01
3.799999999999770e-03	5.389673e-01
3.809999999999770e-03	5.384122e-01
3.819999999999770e-03	5.378579e-01
3.829999999999770e-03	5.373046e-01
3.839999999999770e-03	5.367523e-01
3.849999999999770e-03	5.362009e-01
3.859999999999770e-03	5.356505e-01
3.869999999999770e-03	5.351010e-01
3.879999999999770e-03	5.345525e-01
3.889999999999770e-03	5.340049e-01
3.899999999999770e-03	5.334582e-01
3.909999999999770e-03	5.329125e-01
3.919999999999770e-03	5.323677e-01
3.929999999999770e-03	5.318239e-01
3.939999999999769e-03	5.312809e-01
3.949999999999769e-03	5.307390e-01
3.959999999999768e-03	5.301979e-01
3.969999999999768e-03	5.296578e-01
3.979999999999768e-03	5.291186e-01
3.989999999999767e-03	5.285803e-01
3.999999999999767e-03	5.280430e-01
4.009999999999766e-03	5.275065e-01
4.019999999999766e-03	5.269710e-01
4.029999999999766e-03	5.264363e-01
4.039999999999765e-03	5.259026e-01
4.049999999999765e-03	5.253699e-01
4.059999999999764e-03	5.248380e-01
4.069999999999764e-03	5.243070e-01
4.079999999999764e-03	5.237769e-01
4.089999999999763e-03	5.232477e-01
4.099999999999763e-03	5.227194e-01
4.109999999999762e-03	5.221921e-01
4.119999999999762e-03	5.216656e-01
4.129999999999761e-03	5.211400e-01
4.139999999999761e-03	5.206153e-01
4.149999999999761e-03	5.200915e-01
4.159999999999760e-03	5.195686e-01
4.169999999999760e-03	5.190465e-01
